doc_type,ocr_text
handwritten,"Der HANDISING IDE TOW 
Raleige 
2124 The suis sibiase on Cention 
Wee Ending 
Barbara 6/3/83 57944 W. Puller interest has curtainly and retail creat . and I curiosity wholesale level and 
ORIGINAL MAIL TO WINSTON SALEM , P. O. BOX 2506 - WITH RECEIPTS 
SKEC 
D San .: 5128 14 Jose I After heard FOR CONSTRUCTIVE intrat on KNPR SUGGESTIONS ction Radio to , MERCHANDISING Century San Francisce IDEAS on AND INFORMATION 5/24/83 
IN mee 5/27/83 . [ - : ' G ! N ( would 5/25/13 be ) an producing announcement ~ #spack that cigarette RUR . 
Denii2 . 1 .. Jout5 
67875 
ORIGINAL MAIL TO WINSTON - SALEM , P. O. BOX 2506 - WITH RECEIPTS 
SOUTH wer Jessy . [ 1 CENTRAL 1232 From People FOR CONSTRUCTIVE TV OF In , Newpoper 1:14 Our SUGGESTIONS . Aleo New report , MERCHANDISING are , of ollready word IDEAS AND of INFORMATION how well the . 
6.3.83 
1:44 & Act No 
0.1 . Macdonald 54465 
ORIGINAL MAIL TO WINSTON - SALEM , P. O. BOX 2506 - WITH RECEIPTS 
Wichita Desor Name , & Ks Number FOR CONSTRUCTIVE SUGGESTIONS , MERCHANDISING IDEAS AND INFORMATION 
5/27/83 4222 WEnding En Name & Acc KENBALL No news Garwoud cis de Heard introduced a to better bulletion KEPT buy that Redis this for is they Wichita summer the good are consume introducing Ks creating . Today believe Centerry ( a 5.25-83 an Demand 25 this ) will pach RJRTOR . 50063 . 
FLORENCE 
53154 
6392 
ORIGINAL MAIL TO WINSTON - SALEM , P. O. BOX 2506 - WITH RECEIPTS 
"
handwritten,"BEST 
COPY ............ 
Red "" Preston Travel to Waltham the U.S.A. , Thermoelection GG Dr. Altmann Company and Dr. ( gin Caur 30 - , Niterramos 1976 ) 
Participant of the conversation : Dr Gordon Edwards ( Director of the 
Cancer Research Center ) 
sevipped pyrolys's thermoelection 1400 Dr. ) General detector Fine only oven was for impression . analyzer is nitrosamive not placed present about is directly the the analysis ( analyzes same extoratury above as in nitrosamines the the : Vienna a complene GLC small ( Varian , of ise Cabreators in the the the , 
mouse environment 1. About Analysis ) according 1009 of ) sample nitrosomines to Edwards is placed : in in ligued tissue nitrogen sangeles , ( homogeniz "" Whole 
added 1 μg / ml ( ? ) ascorbre and and 1 mg / md . & - tocopherol ( intisite 
de artificial nitrosamine formation in the lipophilic systime ) , 
meter transfered and 4 ml and . to water condenser a 250ml . The . flask flasse and the and is distillation equipped added 30ml with paraffinurl is conducted a thermo 
at 105 ° C and 2 Torr over a period of about 25 min . The 
distillate is collected in a cold trap at aloint - 80 ° C . ALL 
the for the cellulos nitrosamine and The 10 folatile state concentratist min distille , . svaporated and is nitrosamine and transferred the ( morpholone to 50 nitrosaminis by 0.5-1 thermoelectrons ml ) is to within md praced a nitrosamiere . Kuderna 0,1ml eluted in the ) a . "" , isooctane range peep - allowed with Denish cistell - tute 20 of ml "" to evaporator cornethol ( over is = stand speciar chholz added . . . 
to the distrCliction bulb as "" ieceper "" and then assalyzed . 
By GLC TEA 50092 0554 
"
handwritten,"analytical the these dipint 
Tboier 
fade . 
dide strum 
Flavore 
Arves 
Emivenn 
Routine 
Special Sir . 
50095 
7512 
"
handwritten,"Alipot : 30. 1949 
& Thomas 
I. Intraute tbolunds Committee 
aspective has Y RE approvide May digare 2 , a 1909 tive decrescents from It's to is the dan toth 
50151 
៖ 5364 
"
handwritten,"Re Brief : Discussion protocol of the animal experiments w.the coumarin 50152 
by BIBRA and Dr. Brune at VdC on March 2582 
"" participants : Dr Adlkofer Dr. Rol 3159 
Dr Brune Dr. Scherer 
Dr. Evelyn Schrooder 
conducted 1. Comparison Dr. Roe by had of Griegpentrog the the opportunity liver , sections BIBRA to examine of and animal Dr. Brune the experiment lisse . . 
ted stazation cuts assessment that ) After from the , the tumors partial considering had BIBRA been are reversibility summarized . and the Griepentrog known ) . he in results a came brief experiment to so report far the ( conchressere no ( , distribu Accor this meta . 
ding to the statement of br . Roe , the liver cists of the 
Brune experiment ( group IC , fed with 5400ppm Coumarine 
for for preparations manner to The conditioned that the following 2. a ) 6 dose There 9 The three Prune To months months Are the participants - are clarify the equality , effect studies studies since experiment differences ) ) observed from two and indicated relation this important the of makes : questions Griepen of search the question the transformations BIBRA n exactly histological will and animal discussion a trug information for search in , reversibility be studies it the metastases experiments the is conducted treatment agreed for foreground necessary same ( transformations 5000ppm experimentally malignant is changes . unanimously in expected . to in superfluous other : conduct the coumarion . planna mregar tumors as organ the the , in . 
"
handwritten,"COPY 
88 Antique Crafts 
3513 PENN AVENUE 
Pittsburgh , Pa . 15201 
( 412 ) 682-0572 Chandeliers Antiques made Lamps into 
and Etc. 
№3 
Birs ! March 18 , 1985 
and but for I Xor have more that's decided than , been I started besides 20 to lunging make years to the cagarettin hang . print Inwone you or · book "" from - signittes for & I ts quis shoulder a . love , congomy I tor have to eginette been de 
satisfied carton- This they cignette until are all I bought Inail like this my back bach to The you cotone doles in . me a from que put this 
in the filter papas area are great plain stupid . 
salting . very I because I y really much lot . get the How a pagele . ?? can you que Treff martiet nous in . engelocht your a cigarette testing diend son herdany 50226 
CAMR 
Tiny thing I makis , erediens . Douby maker fiftiend 2504 
en anzerc 
si porta tumaginamy , why not contachms , did thing to this grow . 
"
handwritten,"@ 1600g ) 
FORY TO BE USED WHEN RECEIVING AN INQUIRY BY TELEPHONE 
DATE 13/12/84 
NAME Ma . Caigly Milles 
ADDRESS C.By 966 
CITY Baker STATE Dergon ZIP 2214 
PHONE # 
Bien Explained with Asted Frysing at this Omiding monebine if location to the that salus ball the to mentioned get died cline grabbion cut are researed fallutu actual . Sanwhing Tablice caise reasons or breasust ceral Destilerde up 
material . 
Jahreces Research address Inst and tel . number . 
-MA 50227 
( Person receiving call ) 
5965 
11/83 
"
handwritten,"7610 Porter TER , 
Jr. March Olmsted 2 , , Chic 1981 14070 
Dear Sir 22 Medem , Nous 
question my let After pack the top finding of the of new the "" Class package this menthol A cigarette "" that . 100's appears , سند I . 
tar / nicotine d enjoy the cigarette taste of but your can't . low 
help wondering iſ the enclosed is 
attempt to help me smoke 
ever less . 
Sincerely Mrs. Kry , Dorazio 
BEST 
Z 
- 
50229 
NAM 9253 
"
handwritten,"Stills 7/21/83 BEST 
COPY 
Ireland and Finland 
whether Still conic contacted atwlch by imperial . Tolmind .. 
Dr .. Haley Soliva 
Marinen Hoffman . 
Parited gland - saliva leche . 
is higher 
Barkimyer & Sherrer . -9.BAT 
Ecarto Corzy Envernemental sepet 
Attend the TCRC 
T.C.SO 
Imecobed تھا کیا صل could 
communicate . 
50244 
Bundan da 
3421 
"
handwritten,"For tried I've Dear I've 9 always other Sirs years been , low and come Smoking - tar although back cigarettes vantage W to 81 bitaye Van I've , 
manage assembly with must the tage recently , inspector and them have to bought line I guit- gone quess until was on a through Nowever I'll carton a I either Monday finally stay , the I that - 
would to for- absent glued they'd machine open pack a help defect- I , or on appreciate like Thanks had me Betsy been , . the or the to cut like 2 hung Broome or get through papers seams down 3 the your over what cigarettes , PD , . Filters but looked Box were . efforts a Every I 7 sewing pay , I Zebulan half hu weren't with like . 
T 
"
handwritten,"F Toi . LWH . 
GN . 
DCN 
RE : BRAND FAMILILY IN - DEPTHS ... 
BackgouND 
The OVERALL OBTECTIVE OF THIS PROJECT IS TO Assess How BEST TO SEGMENT THC 
CIGARETTE MARKET , AS AU INITIAL STEP , IT WAS FELT THAT AN IMPROVEMENT 
WAS NECESSARY IN OUR UNDERSTANDING OF BRAND FAMILIES . Thus , A SERIES 
OF IN - DEPTH INTERVIEWS WERE CONDUCTED TO ADDRESS THIS ISSUE . 
FINDINGS 
IT HAS BECOME APPARENT TO ME THAT CONSUMERS TALKED ABOUT THE BENEFITS 
OF CIGARETTES IN ROUGHLY THREE WAYS : 
PRODUCT BENEFITS : low taR , RELAXING , SATISEVING 
USER BONGEITS : MASCuliNE , FEMININE , MACHO 
PSYCHOLOGICAL BENEFITS : GETS WIFE OFF back , MAKES ME FOEL BETTER , MAKES 
PAMA MG A PART OF THE GROUP , 
no 
EVERY CIGARETTE HAS SOME OF EACH OF The AbouG BENEFITS IT Is The 
PROPORTION OF This BENEFIT PROVIDED BY THE BRAND WHICH CHANGES . ATTACHED 
IS A MAP WHICH REPRESENTS MY HYPOTHESIS CONCERNING THE BENEFITS 
PROVIDED BY SOME MAJOR BRANDS . 
THE SHoerconiuG OF THIS APPROACH IS THAT IT DOES NOT DISCRIMINATE 
BETWEEN BRANDS PROVIDING THE SAME TYPE OF BENEFIT WITH DIFFERENT 
IMAGES ( MARlbono & Virginia Slims ) . 
THE STRUCTURE OF THE MARKET VARIES SIGNIFICANTLY BETWEEN OIDER 
AND YOUNGER SMOKERS : PEER BRAND ALD FASHIONED 
OLDER , SMOKERZS LUCKY STRIKE Home Runs 
50277 
YOUNGER SMOKERS LUCKY STRIKES 
0165 
919 
"
handwritten,"all NM 
Safari 4 days - 12 groups . 
AYAS of 2- 18-2 All 100001 heavy ? smokers in room . requit -let 30 12 + / to 40 2go sho . + . 
Friends 2 • Not 18-21 in college • at least 50 % . Malboro 
B Blue Collor mind - set 
Friends Of -1161 - • -Thinking 2 • Have Male 21-34 college switched ; years 2 vs. Female manual ( brands Technical Trade job schools in training last ( blue OK year ok ) ? ) on this 
مه non- RSR as possible 
c • General soesters 
- -2 Mix_ Malzy 21-34 college 2 Female / non - scollege - 
Friends Have switch brands in last year 
-as many & non - RUR as possible 
Dom z 2 A3 
50278 
7233 
"
handwritten,"PROJECT ETE 
DESCRIPTION : A BRAND APPEALING TO 18-24 YEAR OLD SMOKERS 
STATUS : EXTENSIVE ANALYSIS OF 18-24 YEAR OLD SMOKERS TO BE COMPLETED 
IN JANUARY . BASED UPON FINDING NEW POSITIONING HYPOTHESES TO BE 
DEVELOPED AND EXPLORED . 
Problems : I AM NOT CERTAIN That This DESERVES A PROJECT STATUS AT 
This Time . It Is Strictly AN ANALYSIS . PERHAPS ETF Could EMERGE AS 
A PROJECT Following This ANALYSIS OR COULD BE INCORPORATED INTO YAX . 
PROTECT YAX 
DESCRIPTION : A BRAND APPEALING TO 18-24 YEAR OLD SMOKERS . 
STATUS : THE FIFTH SET OF FOCUS GROUPS ON THIS PROJECT IS PLANA 
Packaging FOR 12/5 ) IN Will TolsA Be . EXPLORED TOTAL Positioning . A Pasitigning Packages Evaluation ( ie : concept Study , Product Is AND PLANNED 
FOR FIELD ON 1/16 . 
Pablo NPI HAS BEEN VERY SLOW ON This PROJECT IN Moving 
TOWARD The DEVELOPMENT OF A TOTAL PACKAGE . I HOPE This Does Nor 
ESTABLISH A PREcident . 
PROJECT DB 
DPTON : A BRAND THAT OFFERS SMOKERS MASCuliNE USER IMAGERY 
Ar A Substantial COST SAVINGS 
Semus : A PositioNING EVALUATION STUDY WAS COMPLETED IN SEPTEMBER . 
Results were Positive BRAND CORRENTLY ON HOLD . 
Problems ; THE MEETING with SAM Witt , RequESTED BY JWJ , HAS NOT HANG 50278 
7929 
"
handwritten,"Form 24 
R. J. REYNOLDS TOBACCO COMPANY 
RESEARCH AND DEVELOPMENT DEPARTMENTS 
Subject Flavor Screening . and Evaluatine Job Date No. 3-9-73 190 
205310 
( 4. ) Flore Evaluation of Tobacco Darlates and Related 
Comprends 
cused and During snuke this ) and quaster meeted thirty compounds - two isolates were ( flue lonbested 
The total number of materials evaluated to date is 1148 . 
Zlarne Comprendo Evaluation of Tobacco Isalates and Related 
Compound Rating 
Malumide C + 
2. Phenylethanel C + 
methyl styryl ketne C 
2. Methyl benzyl butyrate с 
Myscens C 
Phenylethyl Cedryl propyl acetate ether e 
Phenylautaldehyde C 
methyl phemyplacitate e 
Cedryl Bengy ! butyl fresate ethere C + 
x • Hydroxy - M - butyric acid C 
x Hydion , valerie and 
• x . Hydroxy isovaluric and C + 
COPY 
BEST 
x . Hydesky Caprylic and C 
L. Hydesky us من capenic acid CI 
Benzyl isavalerate S 50284 
Furfury I methyl ether B 
€ Buswada 6069 
SIGNATURE AND DATE 3/9/73 READ AND UNDERSTOOD 
More Business Forma , et Wi - alem , N. C. 
"
handwritten,"Ararles Greent Winston 85 f 
PAR nicotisies Filter nicotine oral retention 
723 455 8.220 
891 535 9.3 % 
718 469 12.6 % 
793 531 18.390 
837 556 19.090 
732 472 11.7 % 0 
709 514 23.9 ° 16 
713 443 5.9 % 
200 448 9.1 % 
اكما 436 10.4 % 
Ared Conica 13 SAMPS 
-PAR Filter scal 
682 460 14.250 
872 556 15,6 0 
789 543 21.2 % 
817 510 11.340 
832 537 15.7 % 
693 453 11.400 
830 558 · 20.1 % 
850 546 15,890 
678 491 22.5 20 
862 554 16.272 
= 740 494 16.12 . 50298 
605 444 20,490 
626 418 7838 
10.2010 
"
handwritten,"win 
Waves ) سمل ب 
"" "" hain Gai ( "" ( E ff ) ) ( ( Pde P4 ) ) ۔ 33 در 20 ات 
بر "" "" Gendshme Constulation Bold Struped "" "" ( Jite Dew ) ( Lechiter ( IPHC 130's ) 150's` "" ( 1P4C ( 105 ) ) ه 5 15 ر 25 لاب // 
as * ( ) 30 رانی انا 
X #Will not run materiel 
50302 
6021 
زوال 
"
handwritten,"BIZE 6 . 
TOIDS TOBACCO COMPANT 
RESEARCH DEPARTMENT 
Subject Dola Ouat 17 , 1964 
Job No Rab 26 
monthly folhe cigaretted Meribel the count Real in determination with a jarette . on is alihog being ACTIFILTER mich of preqused mexiful Bade adlitiail I in Chiscal Rass 124472 on on the keen the the work amake Fillets essentially mitleds is of anticipated monthulated rold suspended Neweil and a 
The results obtained 
Fate of the Flavorets in Smoke 
Pengemit Mesthes chamber in i culon - 14 dropide 
atripofline Vali green minte tissue leaves and stems ) was driedin 
fo 48 diss . The leaves were removed 
345 Thwe μce namry of da bail C'Y cataining a apprimately total smint you al IC'4 
and menthol to an other F - C'Y & . M W model www an 500 btained aliquet Igeal . fion chan The sacke timeyle met faction for identificat with was d anglied the lives in a 
canternation of the study of the fiti yfreithel upon ensking .... 
50321 
0023 
"
handwritten,"FUGL 
° o 
ام 
Subject • monthly 
Job 200 200 
130179 
hawez ۱۱۶ been totaly لا were اسلم Ama وه exposed lea مصر لم 60 ما millicures "" I قسم to This ...... المادة بسلع سها - T cured rife g plants Tolusso and have las ready : been e "" besibited Twe soo to tolmees taken be ، سلامة اساس and cured وس up receblings were . by a there caban FARM : 
للتلة ما Urine a بل م اس ہیں مے 
showe THER ہرنفسانيو فلاح ما 
la a - سم 196 : 
السلام Co - Workers ( 9 ) for the determination 
سہیل اصم س Chemical Alliste 
such These as rengests imettylbenzaldele are bidrags reagent 
50321 
5462 
Mrs Por Post , Tene 
V 
"
handwritten,"R. J. REYNOLDS TOBACCO COMPANY . 
RESEARCH DEPARTMENT 
Subject Monthly September Report , 1968 Dato Job No. Sept. 303 12 , 1968 
173464 Carol C. Whisnaut 
timerican particulate being is September and being unencapsulated contented Preliminary Mentual continued The Chemical 8 matter through author . retention in Society work attended the samples on lungs meeting studies a study the of X of - 156th Celose in on human of the Attautic encapsulated national ( retention PAF smokers 2011 City ) , are H.J. of 
50337 
2391 
BO More Forma De Toss 
"
handwritten,"RIR 
.. 
SECRET 
No. 11 By 
Tompkins , E. C. 
185051 185100 
Drug Screening 
50338 
0926 
"
handwritten,"Quarterly Prpict 7603. Report Awal 1/4/85 Studie - Beogebster , & S. lowes 
Mainstrom Smoke petention 
SEG 
of either eight seld Experiments major to in using the mainstream seves mouches to with investigate in books a house inhaled reverse possible we subjects , and . selection exhale Snoke components was retention through were . 
-pad compounds a nesphytadient Confudge extracts ( filter nicotine , pherol to Retention quantitate . G. glycerin , Cuenalyers 3 - hydroxy the , tarocats emount eves performed were of propylene endet eight determined scale on elfo glycs . as ... 
the bas chat recovered bates the retention amount of after the efficiencies mouth amount recovered puffing ulovered after mesured "" . "" infolation It after should in mouth this to be way the noted puffing . amount are . . ... 
expected to be lower then valus reported relative to the 50384 
cigarette delivery dae to smoke cenoval in choral 5117 
are devity fore . The closely efficiencies a measure from of retention the present in experiments the respecting , 
Although Pretention that was effece synpgent for inter most subject compounds wouisblity ... 
le bust . Ddi · Dellt . +00.1 
"
handwritten,"-- 
1984 PROJECT ACTIVITIES 
CINDY STEWART 
FLAVORS FOR TOBACCO PRODUCTS 
Flavor Submissions Ongoing 
Flavor Data Bases for FTD Ongoing 
Complete "" Polyiff "" Project Proposal 1st Quarter 
Assess the potential for use in STP 2nd Quarter 
Potential for film 2nd Quarter 
Potential for aroma release 3rd Quarter 
Potential for fibers / threads 3rd Quarter 
Make recommendations for potenital 4th Quarter 
Determine G - 7 / G - 7A flavor need 1st Quarter 
Recommend G - 7 / G - 7A improved product 4th Quarter 
50395 
1290 
"
